employee_number,department,job_role,over_time,tenure_band,salary_band,monthly_income,annual_salary,attrition_probability,risk_tier,flagged
1180,Research & Development,Research Scientist,Yes,0-2 yrs,Mid,4422,53064,0.0412,Low,No
716,Research & Development,Laboratory Technician,Yes,10+ yrs,Mid,3221,38652,0.0412,Low,No
20,Research & Development,Manufacturing Director,No,10+ yrs,Very High,9980,119760,0.0407,Low,No
575,Research & Development,Research Director,No,2-5 yrs,Very High,17861,214332,0.0407,Low,No
1982,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2647,31764,0.0406,Low,No
128,Sales,Sales Executive,No,2-5 yrs,Mid,4999,59988,0.0403,Low,No
296,Research & Development,Research Director,No,10+ yrs,Very High,12490,149880,0.0399,Low,No
343,Research & Development,Healthcare Representative,No,10+ yrs,Very High,10938,131256,0.0399,Low,No
762,Research & Development,Healthcare Representative,No,10+ yrs,Very High,11103,133236,0.0398,Low,No
942,Research & Development,Healthcare Representative,Yes,10+ yrs,Mid,4014,48168,0.0397,Low,No
838,Research & Development,Research Scientist,No,5-10 yrs,Low,2553,30636,0.0397,Low,No
1683,Human Resources,Human Resources,Yes,2-5 yrs,Low,3195,38340,0.0396,Low,No
366,Sales,Sales Executive,No,0-2 yrs,High,6644,79728,0.0396,Low,No
1837,Research & Development,Research Director,Yes,2-5 yrs,Very High,15787,189444,0.0395,Low,No
246,Research & Development,Research Scientist,Yes,2-5 yrs,Mid,3929,47148,0.0395,Low,No
1212,Sales,Sales Executive,No,0-2 yrs,Mid,4327,51924,0.0395,Low,No
1140,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4033,48396,0.0394,Low,No
1794,Human Resources,Human Resources,No,10+ yrs,Mid,4071,48852,0.0394,Low,No
530,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2218,26616,0.0391,Low,No
1447,Research & Development,Laboratory Technician,No,5-10 yrs,Mid,3294,39528,0.0391,Low,No
1221,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2741,32892,0.039,Low,No
337,Research & Development,Research Director,No,2-5 yrs,Very High,13675,164100,0.0388,Low,No
834,Research & Development,Research Scientist,No,0-2 yrs,Low,2274,27288,0.0387,Low,No
1700,Sales,Sales Executive,No,5-10 yrs,Very High,9525,114300,0.0387,Low,No
223,Research & Development,Healthcare Representative,Yes,5-10 yrs,Very High,9439,113268,0.0386,Low,No
984,Sales,Sales Executive,No,10+ yrs,High,7823,93876,0.0385,Low,No
1307,Research & Development,Manager,Yes,10+ yrs,Very High,17123,205476,0.0385,Low,No
1191,Research & Development,Manager,No,5-10 yrs,Very High,19943,239316,0.0385,Low,No
644,Human Resources,Manager,No,10+ yrs,Very High,18200,218400,0.0385,Low,No
158,Sales,Manager,Yes,10+ yrs,Very High,16959,203508,0.0384,Low,No
1564,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2450,29400,0.0382,Low,No
1789,Research & Development,Research Director,Yes,2-5 yrs,Very High,19328,231936,0.038,Low,No
1952,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2867,34404,0.038,Low,No
102,Research & Development,Research Director,No,5-10 yrs,Very High,13664,163968,0.0378,Low,No
1311,Research & Development,Laboratory Technician,No,5-10 yrs,Mid,4627,55524,0.0377,Low,No
148,Human Resources,Manager,Yes,5-10 yrs,Very High,17328,207936,0.0377,Low,No
1542,Research & Development,Laboratory Technician,No,0-2 yrs,Mid,4841,58092,0.0375,Low,No
620,Sales,Sales Executive,No,5-10 yrs,Mid,4859,58308,0.0374,Low,No
1177,Research & Development,Laboratory Technician,No,5-10 yrs,Mid,4420,53040,0.0374,Low,No
562,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2097,25164,0.0373,Low,No
1533,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2272,27264,0.037,Low,No
595,Sales,Sales Executive,No,5-10 yrs,Mid,4051,48612,0.037,Low,No
1689,Research & Development,Healthcare Representative,No,2-5 yrs,High,7005,84060,0.0368,Low,No
1751,Research & Development,Research Scientist,No,5-10 yrs,Mid,3445,41340,0.0367,Low,No
850,Research & Development,Research Scientist,No,0-2 yrs,Low,1706,20472,0.0363,Low,No
1034,Research & Development,Healthcare Representative,Yes,5-10 yrs,High,6385,76620,0.0363,Low,No
1557,Sales,Sales Executive,No,5-10 yrs,High,6439,77268,0.0362,Low,No
1466,Sales,Sales Executive,No,2-5 yrs,High,5486,65832,0.036,Low,No
455,Research & Development,Laboratory Technician,No,2-5 yrs,Mid,3983,47796,0.0359,Low,No
2025,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,5131,61572,0.0359,Low,No
1352,Human Resources,Manager,Yes,10+ yrs,Very High,14026,168312,0.0356,Low,No
961,Research & Development,Healthcare Representative,Yes,5-10 yrs,High,5855,70260,0.0355,Low,No
1485,Research & Development,Research Director,No,10+ yrs,Very High,17007,204084,0.0354,Low,No
1120,Research & Development,Research Scientist,No,5-10 yrs,Low,2514,30168,0.0354,Low,No
353,Research & Development,Research Scientist,No,0-2 yrs,Low,2723,32676,0.0353,Low,No
513,Sales,Sales Executive,No,10+ yrs,High,7596,91152,0.0353,Low,No
1252,Research & Development,Healthcare Representative,No,10+ yrs,High,6812,81744,0.035,Low,No
844,Research & Development,Research Director,Yes,5-10 yrs,Very High,12808,153696,0.035,Low,No
1060,Research & Development,Research Scientist,No,2-5 yrs,Low,2821,33852,0.0349,Low,No
1472,Research & Development,Research Director,No,5-10 yrs,Very High,16598,199176,0.0349,Low,No
606,Sales,Sales Executive,No,5-10 yrs,Mid,4805,57660,0.0348,Low,No
1815,Sales,Sales Executive,Yes,10+ yrs,Very High,10447,125364,0.0348,Low,No
160,Sales,Sales Executive,No,5-10 yrs,High,6146,73752,0.0348,Low,No
349,Sales,Sales Executive,No,2-5 yrs,High,6931,83172,0.0347,Low,No
335,Research & Development,Research Scientist,No,5-10 yrs,Mid,3319,39828,0.0346,Low,No
444,Research & Development,Manager,No,10+ yrs,Very High,19272,231264,0.0346,Low,No
378,Sales,Sales Executive,No,5-10 yrs,High,6502,78024,0.0345,Low,No
1857,Research & Development,Manufacturing Director,No,5-10 yrs,High,8578,102936,0.0345,Low,No
1932,Research & Development,Research Scientist,Yes,10+ yrs,High,5747,68964,0.0344,Low,No
743,Research & Development,Manufacturing Director,Yes,0-2 yrs,High,7861,94332,0.0343,Low,No
1849,Sales,Sales Executive,No,5-10 yrs,High,5675,68100,0.0343,Low,No
288,Research & Development,Healthcare Representative,No,2-5 yrs,Very High,9396,112752,0.0343,Low,No
1182,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,10274,123288,0.0342,Low,No
170,Research & Development,Manufacturing Director,No,10+ yrs,High,6567,78804,0.0341,Low,No
1798,Research & Development,Research Scientist,No,10+ yrs,Low,3143,37716,0.0341,Low,No
129,Sales,Sales Executive,No,5-10 yrs,Mid,4221,50652,0.034,Low,No
807,Research & Development,Healthcare Representative,No,5-10 yrs,Mid,4244,50928,0.0339,Low,No
1597,Research & Development,Healthcare Representative,No,5-10 yrs,Mid,5063,60756,0.0339,Low,No
197,Research & Development,Research Scientist,No,2-5 yrs,Low,3204,38448,0.0337,Low,No
806,Research & Development,Laboratory Technician,No,2-5 yrs,Mid,3833,45996,0.0337,Low,No
2057,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,9936,119232,0.0333,Low,No
347,Research & Development,Research Scientist,Yes,2-5 yrs,High,6545,78540,0.0333,Low,No
193,Research & Development,Research Scientist,Yes,2-5 yrs,Mid,4317,51804,0.0332,Low,No
1029,Sales,Manager,No,0-2 yrs,Very High,18303,219636,0.0331,Low,No
1827,Research & Development,Manufacturing Director,Yes,10+ yrs,Very High,10333,123996,0.0329,Low,No
1501,Research & Development,Healthcare Representative,Yes,2-5 yrs,Mid,4035,48420,0.0327,Low,No
1971,Research & Development,Healthcare Representative,No,10+ yrs,High,7510,90120,0.0327,Low,No
995,Research & Development,Research Scientist,No,2-5 yrs,Mid,3452,41424,0.0327,Low,No
1931,Research & Development,Research Scientist,No,5-10 yrs,Low,2226,26712,0.0325,Low,No
332,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2232,26784,0.0325,Low,No
665,Human Resources,Human Resources,No,2-5 yrs,High,5985,71820,0.0323,Low,No
775,Research & Development,Manufacturing Director,No,0-2 yrs,Mid,5121,61452,0.0322,Low,No
303,Sales,Sales Executive,No,5-10 yrs,High,5940,71280,0.0322,Low,No
1757,Sales,Sales Executive,No,5-10 yrs,Mid,4507,54084,0.0321,Low,No
247,Research & Development,Research Scientist,No,2-5 yrs,Low,2311,27732,0.0321,Low,No
450,Research & Development,Research Scientist,No,2-5 yrs,Mid,4869,58428,0.032,Low,No
1996,Sales,Sales Representative,No,2-5 yrs,Low,3067,36804,0.032,Low,No
1312,Research & Development,Healthcare Representative,No,5-10 yrs,High,7094,85128,0.032,Low,No
763,Research & Development,Research Scientist,Yes,2-5 yrs,Low,2342,28104,0.0319,Low,No
679,Research & Development,Research Scientist,Yes,5-10 yrs,High,6322,75864,0.0318,Low,No
1555,Research & Development,Research Scientist,No,5-10 yrs,High,5878,70536,0.0318,Low,No
987,Research & Development,Manufacturing Director,Yes,10+ yrs,Mid,5067,60804,0.0317,Low,No
8,Research & Development,Laboratory Technician,No,5-10 yrs,Low,3068,36816,0.0313,Low,No
333,Sales,Sales Executive,No,2-5 yrs,Mid,4465,53580,0.0311,Low,No
1126,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,10820,129840,0.0309,Low,No
1803,Research & Development,Healthcare Representative,No,0-2 yrs,High,5538,66456,0.0309,Low,No
992,Sales,Manager,No,10+ yrs,Very High,17444,209328,0.0308,Low,No
221,Research & Development,Research Scientist,No,5-10 yrs,Low,2713,32556,0.0307,Low,No
1240,Sales,Sales Executive,No,2-5 yrs,Mid,4950,59400,0.0306,Low,No
880,Research & Development,Manufacturing Director,Yes,10+ yrs,Very High,10685,128220,0.0305,Low,No
1947,Research & Development,Research Scientist,No,5-10 yrs,Low,2144,25728,0.0305,Low,No
889,Sales,Sales Executive,No,10+ yrs,High,6524,78288,0.0304,Low,No
1824,Sales,Manager,No,10+ yrs,Very High,16291,195492,0.0301,Low,No
1800,Research & Development,Research Director,No,2-5 yrs,Very High,13464,161568,0.0301,Low,No
1007,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,10845,130140,0.03,Low,No
471,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2370,28440,0.03,Low,No
1898,Sales,Sales Executive,No,5-10 yrs,High,6500,78000,0.0299,Low,No
199,Research & Development,Manager,No,5-10 yrs,Very High,17181,206172,0.0299,Low,No
958,Research & Development,Laboratory Technician,No,10+ yrs,Low,2519,30228,0.0297,Low,No
1786,Research & Development,Manager,No,2-5 yrs,Very High,13116,157392,0.0296,Low,No
1260,Research & Development,Healthcare Representative,Yes,5-10 yrs,High,6623,79476,0.0296,Low,No
1217,Research & Development,Research Director,No,2-5 yrs,Very High,19081,228972,0.0296,Low,No
1516,Research & Development,Manager,No,5-10 yrs,Very High,11244,134928,0.0295,Low,No
1446,Sales,Sales Executive,No,2-5 yrs,Very High,9204,110448,0.0294,Low,No
151,Research & Development,Research Scientist,No,0-2 yrs,Mid,4505,54060,0.0291,Low,No
1084,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,9957,119484,0.0289,Low,No
677,Sales,Sales Executive,No,5-10 yrs,High,7104,85248,0.0287,Low,No
416,Sales,Sales Executive,No,5-10 yrs,High,6929,83148,0.0287,Low,No
1740,Sales,Manager,No,10+ yrs,Very High,19833,237996,0.0287,Low,No
88,Research & Development,Research Scientist,No,2-5 yrs,Low,2194,26328,0.0287,Low,No
1306,Research & Development,Manager,No,0-2 yrs,Very High,18061,216732,0.0286,Low,No
1499,Human Resources,Human Resources,No,5-10 yrs,Low,2064,24768,0.0286,Low,No
857,Sales,Sales Executive,Yes,10+ yrs,High,6201,74412,0.0286,Low,No
600,Sales,Sales Executive,No,10+ yrs,Mid,4717,56604,0.0286,Low,No
38,Sales,Manager,No,2-5 yrs,Very High,18947,227364,0.0283,Low,No
823,Research & Development,Manufacturing Director,No,5-10 yrs,High,5228,62736,0.0283,Low,No
1392,Research & Development,Research Scientist,Yes,5-10 yrs,High,5467,65604,0.028,Low,No
1143,Research & Development,Research Scientist,No,5-10 yrs,Mid,3291,39492,0.0278,Low,No
1985,Research & Development,Laboratory Technician,No,10+ yrs,High,6323,75876,0.0278,Low,No
1338,Human Resources,Manager,No,5-10 yrs,Very High,19717,236604,0.0277,Low,No
2013,Sales,Sales Representative,No,2-5 yrs,Low,2269,27228,0.0276,Low,No
132,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2042,24504,0.0275,Low,No
1068,Research & Development,Research Scientist,No,5-10 yrs,Low,2007,24084,0.0275,Low,No
150,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2774,33288,0.0275,Low,No
700,Research & Development,Research Scientist,No,2-5 yrs,Low,2045,24540,0.0273,Low,No
1304,Sales,Sales Executive,No,10+ yrs,High,6209,74508,0.0272,Low,No
293,Sales,Sales Executive,No,5-10 yrs,Very High,9981,119772,0.0271,Low,No
567,Sales,Sales Executive,No,5-10 yrs,High,8412,100944,0.0271,Low,No
599,Sales,Sales Executive,No,10+ yrs,High,6230,74760,0.0269,Low,No
35,Sales,Sales Executive,No,5-10 yrs,High,6825,81900,0.0269,Low,No
536,Research & Development,Laboratory Technician,No,10+ yrs,Mid,4558,54696,0.0265,Low,No
1094,Research & Development,Laboratory Technician,No,2-5 yrs,Mid,4621,55452,0.0264,Low,No
1482,Research & Development,Research Scientist,No,0-2 yrs,Low,1274,15288,0.0264,Low,No
1554,Sales,Sales Representative,No,5-10 yrs,Low,2430,29160,0.0262,Low,No
1525,Research & Development,Manufacturing Director,No,2-5 yrs,High,8376,100512,0.0261,Low,No
574,Research & Development,Manufacturing Director,No,5-10 yrs,Mid,5070,60840,0.0261,Low,No
2041,Sales,Sales Executive,No,10+ yrs,High,5343,64116,0.0261,Low,No
1025,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,5003,60036,0.0258,Low,No
1892,Research & Development,Manager,No,10+ yrs,Very High,16823,201876,0.0258,Low,No
1829,Research & Development,Healthcare Representative,No,5-10 yrs,Mid,4448,53376,0.0257,Low,No
500,Sales,Sales Executive,No,5-10 yrs,Mid,4936,59232,0.0257,Low,No
523,Sales,Sales Executive,No,2-5 yrs,High,6538,78456,0.0256,Low,No
339,Research & Development,Manufacturing Director,No,10+ yrs,High,5957,71484,0.0255,Low,No
2035,Sales,Sales Executive,No,5-10 yrs,High,6712,80544,0.0255,Low,No
626,Sales,Sales Executive,No,5-10 yrs,High,8834,106008,0.0254,Low,No
1407,Research & Development,Research Scientist,No,2-5 yrs,Mid,3904,46848,0.0252,Low,No
1509,Research & Development,Laboratory Technician,No,2-5 yrs,Mid,4789,57468,0.0251,Low,No
548,Research & Development,Manufacturing Director,No,5-10 yrs,High,6091,73092,0.025,Low,No
214,Research & Development,Research Scientist,Yes,0-2 yrs,Mid,3346,40152,0.025,Low,No
228,Sales,Sales Executive,No,10+ yrs,Very High,9419,113028,0.025,Low,No
1677,Research & Development,Manager,No,5-10 yrs,Very High,15379,184548,0.025,Low,No
742,Research & Development,Research Director,No,5-10 yrs,Very High,11713,140556,0.0249,Low,No
1009,Research & Development,Manufacturing Director,No,2-5 yrs,Mid,4377,52524,0.0248,Low,No
1693,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2570,30840,0.0247,Low,No
449,Sales,Sales Executive,Yes,5-10 yrs,High,6349,76188,0.0247,Low,No
76,Research & Development,Laboratory Technician,No,5-10 yrs,High,5915,70980,0.0246,Low,No
2008,Research & Development,Research Scientist,No,10+ yrs,Mid,5098,61176,0.0246,Low,No
534,Sales,Sales Executive,No,10+ yrs,High,8392,100704,0.0246,Low,No
1103,Research & Development,Healthcare Representative,No,5-10 yrs,High,7756,93072,0.0245,Low,No
1948,Research & Development,Research Scientist,Yes,2-5 yrs,Low,3065,36780,0.0245,Low,No
438,Sales,Sales Executive,No,5-10 yrs,High,7547,90564,0.0244,Low,No
226,Research & Development,Manager,No,5-10 yrs,Very High,19926,239112,0.0244,Low,No
1835,Sales,Sales Representative,Yes,2-5 yrs,High,5405,64860,0.0243,Low,No
805,Sales,Sales Representative,No,2-5 yrs,Low,2572,30864,0.0243,Low,No
182,Sales,Sales Executive,No,10+ yrs,High,5902,70824,0.0242,Low,No
419,Research & Development,Laboratory Technician,No,5-10 yrs,High,5674,68088,0.0241,Low,No
1601,Research & Development,Laboratory Technician,No,0-2 yrs,Low,2690,32280,0.024,Low,No
239,Research & Development,Laboratory Technician,No,10+ yrs,Low,3072,36864,0.0239,Low,No
202,Research & Development,Research Scientist,No,10+ yrs,High,5605,67260,0.0239,Low,No
386,Research & Development,Research Director,Yes,5-10 yrs,Very High,17584,211008,0.0238,Low,No
68,Sales,Sales Executive,Yes,2-5 yrs,High,5454,65448,0.0238,Low,No
1979,Research & Development,Research Director,No,10+ yrs,Very High,11031,132372,0.0236,Low,No
1638,Research & Development,Manufacturing Director,Yes,5-10 yrs,High,7756,93072,0.0236,Low,No
1606,Research & Development,Healthcare Representative,Yes,10+ yrs,Very High,11245,134940,0.0236,Low,No
1972,Human Resources,Human Resources,Yes,5-10 yrs,Low,2991,35892,0.0235,Low,No
1015,Research & Development,Research Director,Yes,5-10 yrs,Very High,11416,136992,0.0234,Low,No
1578,Sales,Manager,No,10+ yrs,Very High,19586,235032,0.0233,Low,No
1013,Research & Development,Manufacturing Director,No,10+ yrs,Very High,10739,128868,0.0232,Low,No
145,Research & Development,Healthcare Representative,No,10+ yrs,High,7484,89808,0.0231,Low,No
476,Sales,Sales Executive,No,5-10 yrs,High,5296,63552,0.0229,Low,No
769,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2450,29400,0.0229,Low,No
1362,Sales,Sales Executive,No,10+ yrs,Mid,4639,55668,0.0229,Low,No
947,Sales,Sales Executive,No,5-10 yrs,High,6932,83184,0.0227,Low,No
1071,Research & Development,Research Scientist,No,5-10 yrs,Low,2942,35304,0.0227,Low,No
1782,Research & Development,Laboratory Technician,No,5-10 yrs,Mid,3702,44424,0.0227,Low,No
1282,Sales,Manager,Yes,10+ yrs,Very High,19847,238164,0.0226,Low,No
1981,Research & Development,Healthcare Representative,No,2-5 yrs,Mid,4617,55404,0.0226,Low,No
1092,Research & Development,Healthcare Representative,No,10+ yrs,Very High,10322,123864,0.0224,Low,No
340,Research & Development,Research Scientist,No,2-5 yrs,Mid,3920,47040,0.0224,Low,No
802,Research & Development,Research Scientist,Yes,5-10 yrs,Low,2782,33384,0.0224,Low,No
1995,Sales,Sales Executive,No,10+ yrs,Mid,4440,53280,0.0223,Low,No
533,Sales,Sales Executive,No,5-10 yrs,High,6577,78924,0.0223,Low,No
1845,Sales,Sales Executive,No,5-10 yrs,Mid,5154,61848,0.0222,Low,No
13,Research & Development,Healthcare Representative,No,5-10 yrs,High,5237,62844,0.0222,Low,No
1770,Research & Development,Research Director,No,0-2 yrs,Very High,19038,228456,0.0222,Low,No
138,Research & Development,Research Scientist,No,10+ yrs,Mid,4809,57708,0.022,Low,No
845,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,10221,122652,0.022,Low,No
1315,Research & Development,Laboratory Technician,No,5-10 yrs,High,6674,80088,0.022,Low,No
515,Research & Development,Laboratory Technician,No,10+ yrs,Low,3034,36408,0.022,Low,No
1128,Research & Development,Research Director,No,10+ yrs,Very High,19626,235512,0.0219,Low,No
710,Research & Development,Research Scientist,No,10+ yrs,Low,2720,32640,0.0219,Low,No
387,Sales,Sales Executive,No,10+ yrs,Mid,4907,58884,0.0218,Low,No
200,Research & Development,Laboratory Technician,No,5-10 yrs,Low,2238,26856,0.0217,Low,No
367,Research & Development,Healthcare Representative,No,5-10 yrs,High,5582,66984,0.0215,Low,No
1061,Research & Development,Research Director,Yes,5-10 yrs,Very High,19237,230844,0.0215,Low,No
1235,Research & Development,Research Scientist,Yes,5-10 yrs,Mid,4998,59976,0.0214,Low,No
1245,Research & Development,Manufacturing Director,No,5-10 yrs,Very High,10502,126024,0.0213,Low,No
1975,Sales,Sales Executive,No,10+ yrs,Very High,13341,160092,0.0212,Low,No
479,Sales,Sales Executive,No,0-2 yrs,High,6653,79836,0.0211,Low,No
809,Research & Development,Manager,No,10+ yrs,Very High,18430,221160,0.021,Low,No
1152,Human Resources,Human Resources,No,5-10 yrs,Low,2844,34128,0.0205,Low,No
233,Research & Development,Research Scientist,Yes,5-10 yrs,Low,3058,36696,0.0205,Low,No
985,Sales,Sales Executive,No,5-10 yrs,High,7880,94560,0.0204,Low,No
1621,Research & Development,Research Scientist,No,10+ yrs,High,5208,62496,0.0204,Low,No
861,Research & Development,Research Scientist,No,5-10 yrs,Mid,3761,45132,0.0204,Low,No
692,Research & Development,Healthcare Representative,No,10+ yrs,High,7725,92700,0.0202,Low,No
2016,Sales,Sales Executive,No,10+ yrs,Very High,10422,125064,0.0202,Low,No
663,Research & Development,Laboratory Technician,Yes,5-10 yrs,High,5679,68148,0.0201,Low,No
361,Sales,Sales Executive,No,5-10 yrs,High,5249,62988,0.0201,Low,No
477,Research & Development,Healthcare Representative,No,0-2 yrs,High,6781,81372,0.0201,Low,No
813,Research & Development,Laboratory Technician,No,5-10 yrs,Low,3149,37788,0.0201,Low,No
100,Sales,Sales Executive,No,10+ yrs,Mid,4312,51744,0.0201,Low,No
1267,Sales,Manager,No,10+ yrs,Very High,18213,218556,0.02,Low,No
964,Research & Development,Research Scientist,Yes,0-2 yrs,Mid,3617,43404,0.02,Low,No
1701,Research & Development,Research Scientist,No,10+ yrs,Low,2929,35148,0.0199,Low,No
804,Research & Development,Research Scientist,No,5-10 yrs,Mid,4381,52572,0.0199,Low,No
2049,Research & Development,Healthcare Representative,Yes,10+ yrs,High,5689,68268,0.0198,Low,No
101,Research & Development,Research Director,Yes,0-2 yrs,Very High,13245,158940,0.0197,Low,No
1436,Sales,Sales Executive,No,2-5 yrs,High,5647,67764,0.0197,Low,No
1479,Sales,Sales Executive,No,2-5 yrs,High,5301,63612,0.0196,Low,No
309,Research & Development,Research Scientist,No,0-2 yrs,Low,2177,26124,0.0195,Low,No
1006,Research & Development,Research Scientist,No,2-5 yrs,Low,2684,32208,0.0194,Low,No
1237,Research & Development,Manufacturing Director,Yes,5-10 yrs,Very High,10252,123024,0.0193,Low,No
851,Sales,Manager,No,10+ yrs,Very High,16307,195684,0.0192,Low,No
423,Research & Development,Research Scientist,Yes,5-10 yrs,Mid,4821,57852,0.0191,Low,No
1249,Research & Development,Research Scientist,No,2-5 yrs,Mid,3760,45120,0.019,Low,No
1114,Sales,Sales Executive,No,2-5 yrs,Mid,4302,51624,0.019,Low,No
468,Research & Development,Research Director,No,0-2 yrs,Very High,15992,191904,0.0189,Low,No
1805,Human Resources,Human Resources,No,10+ yrs,Low,2592,31104,0.0189,Low,No
1635,Research & Development,Manufacturing Director,No,10+ yrs,High,5770,69240,0.0189,Low,No
1592,Research & Development,Research Scientist,No,2-5 yrs,Low,2073,24876,0.0189,Low,No
1334,Research & Development,Manager,Yes,10+ yrs,Very High,17861,214332,0.0188,Low,No
1228,Research & Development,Manufacturing Director,No,5-10 yrs,High,7379,88548,0.0188,Low,No
1133,Research & Development,Manufacturing Director,No,10+ yrs,High,7779,93348,0.0187,Low,No
1745,Research & Development,Research Scientist,No,5-10 yrs,Mid,4968,59616,0.0187,Low,No
815,Research & Development,Research Director,No,2-5 yrs,Very High,17639,211668,0.0186,Low,No
2037,Sales,Sales Executive,No,5-10 yrs,Very High,8938,107256,0.0185,Low,No
940,Research & Development,Healthcare Representative,Yes,5-10 yrs,Very High,10552,126624,0.0185,Low,No
1544,Research & Development,Healthcare Representative,No,5-10 yrs,Very High,9715,116580,0.0184,Low,No
121,Sales,Sales Executive,Yes,10+ yrs,High,5209,62508,0.0184,Low,No
1830,Research & Development,Research Scientist,No,5-10 yrs,High,6854,82248,0.0183,Low,No
70,Research & Development,Healthcare Representative,Yes,2-5 yrs,Very High,9884,118608,0.0181,Low,No
1438,Research & Development,Research Scientist,No,5-10 yrs,Mid,3420,41040,0.0181,Low,No
924,Research & Development,Healthcare Representative,Yes,10+ yrs,High,6586,79032,0.018,Low,No
271,Research & Development,Manufacturing Director,No,0-2 yrs,High,6553,78636,0.0178,Low,No
469,Sales,Sales Executive,No,2-5 yrs,Mid,4649,55788,0.0177,Low,No
208,Research & Development,Manufacturing Director,No,10+ yrs,Mid,4319,51828,0.0177,Low,No
258,Research & Development,Healthcare Representative,No,5-10 yrs,Very High,13734,164808,0.0177,Low,No
154,Sales,Sales Executive,No,5-10 yrs,Very High,9738,116856,0.0176,Low,No
1719,Research & Development,Research Director,No,10+ yrs,Very High,16704,200448,0.0176,Low,No
951,Research & Development,Laboratory Technician,No,2-5 yrs,Low,2332,27984,0.0176,Low,No
1802,Research & Development,Laboratory Technician,No,2-5 yrs,Mid,3377,40524,0.0175,Low,No
1460,Research & Development,Healthcare Representative,Yes,5-10 yrs,Very High,10851,130212,0.0174,Low,No
671,Research & Development,Manager,Yes,2-5 yrs,Very High,19513,234156,0.0174,Low,No
105,Research & Development,Research Scientist,No,5-10 yrs,Low,2859,34308,0.0174,Low,No
521,Research & Development,Laboratory Technician,No,0-2 yrs,Mid,3448,41376,0.0174,Low,No
1823,Sales,Sales Executive,No,10+ yrs,High,6799,81588,0.0173,Low,No
1989,Research & Development,Laboratory Technician,No,10+ yrs,Mid,3748,44976,0.0173,Low,No
241,Research & Development,Research Scientist,Yes,2-5 yrs,Mid,4257,51084,0.0172,Low,No
456,Sales,Sales Executive,No,10+ yrs,High,6118,73416,0.0171,Low,No
1676,Sales,Manager,No,2-5 yrs,Very High,15972,191664,0.017,Low,No
625,Sales,Manager,No,10+ yrs,Very High,16595,199140,0.017,Low,No
990,Sales,Sales Executive,No,5-10 yrs,Mid,5079,60948,0.017,Low,No
417,Research & Development,Healthcare Representative,No,10+ yrs,Very High,9613,115356,0.017,Low,No
905,Research & Development,Manager,No,10+ yrs,Very High,17924,215088,0.0169,Low,No
1938,Sales,Manager,Yes,0-2 yrs,Very High,17875,214500,0.0169,Low,No
727,Research & Development,Research Director,No,5-10 yrs,Very High,11159,133908,0.0168,Low,No
560,Research & Development,Research Scientist,No,2-5 yrs,Low,2886,34632,0.0166,Low,No
1096,Research & Development,Manufacturing Director,No,2-5 yrs,Very High,10976,131712,0.0166,Low,No
385,Research & Development,Research Director,No,10+ yrs,Very High,19144,229728,0.0166,Low,No
836,Research & Development,Manufacturing Director,No,5-10 yrs,Mid,4434,53208,0.0165,Low,No
649,Research & Development,Research Scientist,Yes,5-10 yrs,Mid,3622,43464,0.0165,Low,No
731,Human Resources,Manager,No,10+ yrs,Very High,19141,229692,0.0164,Low,No
1863,Sales,Sales Executive,No,10+ yrs,Very High,13225,158700,0.0164,Low,No
1184,Research & Development,Healthcare Representative,No,10+ yrs,High,5343,64116,0.0163,Low,No
406,Sales,Sales Executive,No,10+ yrs,High,8020,96240,0.0163,Low,No
259,Research & Development,Manager,No,10+ yrs,Very High,19999,239988,0.0163,Low,No
1473,Research & Development,Healthcare Representative,No,2-5 yrs,High,6651,79812,0.016,Low,No
2000,Research & Development,Research Director,No,10+ yrs,Very High,11957,143484,0.016,Low,No
865,Research & Development,Research Scientist,No,5-10 yrs,Mid,5175,62100,0.016,Low,No
1582,Sales,Sales Executive,No,5-10 yrs,Very High,9924,119088,0.0159,Low,No
1207,Human Resources,Human Resources,No,5-10 yrs,Mid,3600,43200,0.0159,Low,No
635,Research & Development,Manufacturing Director,No,5-10 yrs,High,6447,77364,0.0158,Low,No
1035,Research & Development,Research Director,No,10+ yrs,Very High,19973,239676,0.0158,Low,No
